,country,year,life_expectancy
23099,"Congo, Dem. Rep.",1850,31.6
23100,"Congo, Rep.",1850,32.7
23102,Costa Rica,1850,30.21
23103,Cote d'Ivoire,1850,31.16
23104,Croatia,1850,36.1
23105,Cuba,1850,36.26
23106,Cyprus,1850,38.51
23107,Czech Republic,1850,34.95
23109,Denmark,1850,43.5
23110,Djibouti,1850,29.9
23112,Dominican Republic,1850,29.9
23114,Ecuador,1850,32.9
23115,Egypt,1850,33.0
23116,El Salvador,1850,28.7
23117,Equatorial Guinea,1850,29.8
23118,Eritrea,1850,30.2
23120,Estonia,1850,34.02
23121,Ethiopia,1850,29.7
23124,Fiji,1850,26.1
23125,Finland,1850,37.35
23126,France,1850,43.28
23127,French Guiana,1850,30.5
23128,French Polynesia,1850,25.6
23129,Gabon,1850,30.6
23130,Gambia,1850,28.8
23131,Georgia,1850,31.87
23132,Germany,1850,38.37
23133,Ghana,1850,28.0
23135,Greece,1850,36.6
23136,Greenland,1850,33.87
23137,Grenada,1850,37.3
23138,Guadeloupe,1850,27.66
23139,Guam,1850,27.5
23140,Guatemala,1850,25.81
23142,Guinea,1850,30.02
23143,Guinea-Bissau,1850,32.0
23144,Guyana,1850,31.12
23145,Haiti,1850,29.0
23147,Honduras,1850,33.9
23148,"Hong Kong, China",1850,34.9
23149,Hungary,1850,36.0
23150,Iceland,1850,36.61
23151,India,1850,25.44
23152,Indonesia,1850,30.0
23153,Iran,1850,25.6
23154,Iraq,1850,31.2
23155,Ireland,1850,31.2
23157,Israel,1850,32.0
23158,Italy,1850,29.69
23159,Jamaica,1850,34.2
23160,Japan,1850,36.42
23162,Jordan,1850,31.7
23163,Kazakhstan,1850,26.2
23164,Kenya,1850,25.5
23165,Kiribati,1850,24.9
23166,North Korea,1850,26.0
23167,South Korea,1850,25.8
23170,Kuwait,1850,26.0
23171,Kyrgyz Republic,1850,23.94
23172,Lao,1850,31.9
23173,Latvia,1850,33.0
23174,Lebanon,1850,29.7
23175,Lesotho,1850,32.8
23176,Liberia,1850,31.1
23177,Libya,1850,33.1
23179,Lithuania,1850,28.9
23180,Luxembourg,1850,36.9
23181,"Macao, China",1850,34.7
23182,"Macedonia, FYR",1850,36.1
23183,Madagascar,1850,30.5
23184,Malawi,1850,30.3
23185,Malaysia,1850,30.6
23186,Maldives,1850,32.65
23187,Mali,1850,26.41
23188,Malta,1850,28.7
23190,Martinique,1850,30.15
23191,Mauritania,1850,32.0
23192,Mauritius,1850,31.13
23193,Mayotte,1850,32.5
23194,Mexico,1850,26.9
23195,"Micronesia, Fed. Sts.",1850,26.7
23196,Moldova,1850,33.15
23198,Mongolia,1850,31.8
23199,Montenegro,1850,35.4
23201,Morocco,1850,33.1
23202,Mozambique,1850,30.28
23203,Myanmar,1850,30.8
23204,Namibia,1850,32.4
23206,Nepal,1850,32.8
23207,Netherlands,1850,39.86
23208,Netherlands Antilles,1850,34.41
23209,New Caledonia,1850,26.0
23210,New Zealand,1850,34.05
23212,Nicaragua,1850,25.4
23213,Niger,1850,30.8
23214,Nigeria,1850,30.4
23219,Norway,1850,49.53
23220,Oman,1850,32.3
23221,Pakistan,1850,25.8
23223,Panama,1850,32.9
23224,Papua New Guinea,1850,31.5
23225,Paraguay,1850,35.5
23226,Peru,1850,35.7
23227,Philippines,1850,30.9
23229,Poland,1850,35.9
23230,Portugal,1850,35.6
23231,Puerto Rico,1850,30.43
23232,Qatar,1850,30.8
23233,Reunion,1850,33.0
23234,Romania,1850,35.7
23235,Russia,1850,29.57
23236,Rwanda,1850,31.8
23240,St. Lucia,1850,28.01
23242,St. Vincent and the Grenadines,1850,25.99
23244,Samoa,1850,25.4
23246,Sao Tome and Principe,1850,31.0
23247,Saudi Arabia,1850,32.1
23248,Senegal,1850,25.2
23249,Serbia,1850,35.5
23252,Seychelles,1850,37.0
23253,Sierra Leone,1850,25.1
23254,Singapore,1850,34.0
23255,Slovak Republic,1850,36.4
23256,Slovenia,1850,36.6
23257,Solomon Islands,1850,25.1
23258,Somalia,1850,29.4
23260,South Africa,1850,33.5
23262,Spain,1850,29.5
23263,Sri Lanka,1850,32.6
23264,Sudan,1850,31.4
23265,Suriname,1850,32.9
23267,Swaziland,1850,32.3
23268,Sweden,1850,44.69
23269,Switzerland,1850,38.0
23270,Syria,1850,31.1
23271,Taiwan,1850,28.3
23272,Tajikistan,1850,24.24
23273,Tanzania,1850,32.2
23274,Thailand,1850,30.4
23275,Timor-Leste,1850,28.95
23276,Togo,1850,31.3
23278,Tonga,1850,28.2
23280,Trinidad and Tobago,1850,38.8
23281,Tunisia,1850,14.0
23282,Turkey,1850,35.0
23283,Turkmenistan,1850,24.0
23286,Uganda,1850,25.3
23287,Ukraine,1850,36.6
23288,United Arab Emirates,1850,30.7
23289,United Kingdom,1850,42.8
23290,United States,1850,39.41
23291,Uruguay,1850,32.9
23293,Uzbekistan,1850,26.93
23295,Vanuatu,1850,24.3
23296,Venezuela,1850,32.2
23297,West Bank and Gaza,1850,32.1
23299,Western Sahara,1850,34.75
23300,Vietnam,1850,32.0
23301,Virgin Islands (U.S.),1850,33.4
23304,Yemen,1850,23.39
23306,Zambia,1850,32.6
23307,Zimbabwe,1850,33.7
23309,South Sudan,1850,26.67
23512,Afghanistan,1851,27.69
23514,Albania,1851,35.4
23515,Algeria,1851,22.0
23518,Angola,1851,26.98
23520,Antigua and Barbuda,1851,33.54
23521,Argentina,1851,33.2
23522,Armenia,1851,34.0
23523,Aruba,1851,34.42
23524,Australia,1851,34.05
23525,Austria,1851,34.4
23526,Azerbaijan,1851,29.17
23527,Bahamas,1851,35.18
23528,Bahrain,1851,30.3
23529,Bangladesh,1851,25.5
23530,Barbados,1851,32.12
23531,Belarus,1851,36.2
23532,Belgium,1851,41.88
23533,Belize,1851,26.5
23534,Benin,1851,31.0
23536,Bhutan,1851,28.8
23537,Bolivia,1851,33.0
23538,Bosnia and Herzegovina,1851,35.1
23539,Botswana,1851,33.6
23540,Brazil,1851,31.99
23542,Brunei,1851,29.2
23543,Bulgaria,1851,38.04
23544,Burkina Faso,1851,29.2
23545,Burundi,1851,31.5
23546,Cambodia,1851,35.0
23547,Cameroon,1851,28.75
23548,Canada,1851,41.06
23549,Cape Verde,1851,33.8
23551,Central African Republic,1851,30.0
23552,Chad,1851,30.9
23554,Chile,1851,32.0
23555,China,1851,31.0
23558,Colombia,1851,32.0
23559,Comoros,1851,32.1
23560,"Congo, Dem. Rep.",1851,31.6
23561,"Congo, Rep.",1851,32.7
23563,Costa Rica,1851,30.21
23564,Cote d'Ivoire,1851,31.16
23565,Croatia,1851,36.1
23566,Cuba,1851,36.32
23567,Cyprus,1851,38.51
23568,Czech Republic,1851,34.95
23570,Denmark,1851,44.57
23571,Djibouti,1851,29.9
23573,Dominican Republic,1851,29.9
23575,Ecuador,1851,32.9
23576,Egypt,1851,33.0
23577,El Salvador,1851,28.7
23578,Equatorial Guinea,1851,29.8
23579,Eritrea,1851,30.2
23581,Estonia,1851,35.1
23582,Ethiopia,1851,29.7
23585,Fiji,1851,26.1
23586,Finland,1851,40.33
23587,France,1851,41.77
23588,French Guiana,1851,30.5
23589,French Polynesia,1851,25.6
23590,Gabon,1851,30.6
23591,Gambia,1851,28.8
23592,Georgia,1851,31.87
23593,Germany,1851,38.37
23594,Ghana,1851,28.0
23596,Greece,1851,36.6
23597,Greenland,1851,33.87
23598,Grenada,1851,37.3
23599,Guadeloupe,1851,27.66
23600,Guam,1851,27.5
23601,Guatemala,1851,25.81
23603,Guinea,1851,30.03
23604,Guinea-Bissau,1851,32.0
23605,Guyana,1851,31.12
23606,Haiti,1851,29.0
